Date,Open,High,Low,Close,Adj Close,Volume
1969-09-24,0.000000,1.057292,1.034722,1.038194,0.000003,388800
1969-09-25,0.000000,1.038194,1.024306,1.024306,0.000003,388800
1969-09-26,0.000000,1.020833,1.003472,1.006944,0.000003,273600
1969-09-29,0.000000,1.003472,0.982639,0.986111,0.000003,316800
1969-09-30,0.000000,0.979167,0.944444,0.965278,0.000003,1166400
1969-10-01,0.000000,0.993056,0.968750,0.982639,0.000003,691200
1969-10-02,0.000000,0.975694,0.958333,0.967014,0.000003,3916800
1969-10-03,0.000000,1.000000,0.975694,0.996528,0.000003,1900800
1969-10-06,0.000000,1.034722,0.996528,1.034722,0.000003,878400
1969-10-07,0.000000,1.055556,1.022569,1.022569,0.000003,3571200
1969-10-08,0.000000,1.024306,1.006944,1.023438,0.000003,705600
1969-10-09,0.000000,1.024306,1.003472,1.024306,0.000003,460800
1969-10-10,0.000000,1.038194,1.027778,1.027778,0.000003,446400
1969-10-13,0.000000,1.038194,1.031250,1.038194,0.000003,835200
1969-10-14,0.000000,1.039931,1.034722,1.038194,0.000003,403200
1969-10-15,0.000000,1.041667,1.034722,1.040799,0.000003,590400
1969-10-16,0.000000,1.046875,1.041667,1.046875,0.000003,748800
1969-10-17,0.000000,1.041667,1.036458,1.036458,0.000003,288000
1969-10-20,0.000000,1.036458,1.022569,1.036458,0.000003,316800
1969-10-21,0.000000,1.045139,1.031250,1.036458,0.000003,504000
1969-10-22,0.000000,1.059028,1.038194,1.059028,0.000003,1224000
1969-10-23,0.000000,1.059028,1.045139,1.048611,0.000003,648000
1969-10-24,0.000000,1.059028,1.048611,1.059028,0.000003,1425600
1969-10-27,0.000000,1.072917,1.069444,1.072917,0.000003,777600
1969-10-28,0.000000,1.076389,1.065972,1.076389,0.000003,676800
1969-10-29,0.000000,1.076389,1.055556,1.060764,0.000003,345600
1969-10-30,0.000000,1.062500,1.057292,1.062500,0.000003,388800
1969-10-31,0.000000,1.069444,1.062500,1.065972,0.000003,446400
1969-11-03,0.000000,1.072917,1.059028,1.069444,0.000003,273600
1969-11-04,0.000000,1.072917,1.055556,1.072917,0.000003,432000
1969-11-05,0.000000,1.072917,1.059028,1.065972,0.000003,460800
1969-11-06,0.000000,1.067708,1.062500,1.062500,0.000003,201600
1969-11-07,0.000000,1.065972,1.059028,1.062500,0.000003,331200
1969-11-10,0.000000,1.069444,1.062500,1.065972,0.000003,172800
1969-11-11,0.000000,1.074653,1.071181,1.071181,0.000003,230400
1969-11-12,0.000000,1.093750,1.069444,1.093750,0.000003,446400
1969-11-13,0.000000,1.090278,1.065972,1.065972,0.000003,9604800
1969-11-14,0.000000,1.053819,1.020833,1.024306,0.000003,748800
1969-11-17,0.000000,1.027778,0.986111,0.993056,0.000003,777600
1969-11-18,0.000000,1.038194,0.993056,1.029514,0.000003,1641600
1969-11-19,0.000000,1.064236,1.041667,1.048611,0.000003,1065600
1969-11-20,0.000000,1.048611,1.013889,1.034722,0.000003,1209600
1969-11-21,0.000000,1.038194,1.022569,1.038194,0.000003,590400
1969-11-24,0.000000,1.045139,1.027778,1.027778,0.000003,979200
1969-11-25,0.000000,1.052083,1.029514,1.041667,0.000003,1051200
1969-11-26,0.000000,1.043403,1.024306,1.027778,0.000003,1396800
1969-11-28,0.000000,1.048611,1.029514,1.046875,0.000003,993600
1969-12-01,0.000000,1.048611,1.031250,1.041667,0.000003,691200
1969-12-02,0.000000,1.043403,1.034722,1.043403,0.000003,2044800
1969-12-03,0.000000,1.052083,1.041667,1.048611,0.000003,849600
1969-12-04,0.000000,1.059028,1.046875,1.059028,0.000003,561600
1969-12-05,0.000000,1.064236,1.059028,1.060764,0.000003,230400
1969-12-08,0.000000,1.062500,1.045139,1.045139,0.000003,892800
1969-12-09,0.000000,1.050347,1.043403,1.043403,0.000003,878400
1969-12-10,0.000000,1.065972,1.038194,1.065972,0.000003,1987200
1969-12-11,0.000000,1.079861,1.069444,1.076389,0.000003,1641600
1969-12-12,0.000000,1.076389,1.069444,1.069444,0.000003,1396800
1969-12-15,0.000000,1.076389,1.065972,1.065972,0.000003,1310400
1969-12-16,0.000000,1.069444,1.059028,1.059028,0.000003,1324800
1969-12-17,0.000000,1.100694,1.060764,1.100694,0.000003,417600
1969-12-18,0.000000,1.152778,1.145833,1.086806,0.000003,1569600
1969-12-19,0.000000,1.144097,1.131944,1.135417,0.000003,1137600
1969-12-22,0.000000,1.152778,1.133681,1.152778,0.000004,417600
1969-12-23,0.000000,1.145833,1.131944,1.145833,0.000003,964800
1969-12-24,0.000000,1.180556,1.149306,1.180556,0.000004,1080000
1969-12-26,0.000000,1.215278,1.196181,1.204861,0.000004,792000
1969-12-29,0.000000,1.229167,1.211806,1.215278,0.000004,1454400
1969-12-30,0.000000,1.236111,1.223958,1.236111,0.000004,864000
1969-12-31,0.000000,1.256944,1.237847,1.250000,0.000004,1411200
1970-01-02,1.250000,1.253472,1.218750,1.218750,0.000004,1195200
1970-01-05,1.218750,1.222222,1.187500,1.189236,0.000004,964800
1970-01-06,1.189236,1.211806,1.184028,1.211806,0.000004,1036800
1970-01-07,1.211806,1.215278,1.203125,1.206597,0.000004,331200
1970-01-08,1.206597,1.225694,1.206597,1.215278,0.000004,460800
1970-01-09,1.222222,1.239583,1.222222,1.222222,0.000004,748800
1970-01-12,1.222222,1.222222,1.201389,1.201389,0.000004,864000
1970-01-13,1.204861,1.222222,1.204861,1.211806,0.000004,849600
1970-01-14,1.211806,1.232639,1.211806,1.229167,0.000004,619200
1970-01-15,1.229167,1.232639,1.227431,1.230903,0.000004,1209600
1970-01-16,1.230903,1.230903,1.225694,1.229167,0.000004,734400
1970-01-19,1.227431,1.227431,1.211806,1.213542,0.000004,1180800
1970-01-20,1.213542,1.213542,1.192708,1.213542,0.000004,763200
1970-01-21,1.213542,1.218750,1.210069,1.218750,0.000004,878400
1970-01-22,1.218750,1.222222,1.211806,1.222222,0.000004,360000
1970-01-23,1.222222,1.225694,1.213542,1.215278,0.000004,979200
1970-01-26,1.215278,1.215278,1.208333,1.215278,0.000004,979200
1970-01-27,1.210069,1.210069,1.201389,1.201389,0.000004,532800
1970-01-28,1.190972,1.190972,1.135417,1.135417,0.000003,1497600
1970-01-29,1.131944,1.131944,1.072917,1.111111,0.000003,3585600
1970-01-30,1.097222,1.097222,1.076389,1.097222,0.000003,2808000
1970-02-02,1.109375,1.152778,1.109375,1.152778,0.000004,1612800
1970-02-03,1.152778,1.201389,1.145833,1.145833,0.000003,2692800
1970-02-04,1.133681,1.133681,1.081597,1.095486,0.000003,2793600
1970-02-05,1.095486,1.145833,1.092014,1.145833,0.000003,1886400
1970-02-06,1.138889,1.138889,1.125000,1.131944,0.000003,705600
1970-02-09,1.159722,1.190972,1.159722,1.182292,0.000004,1684800
1970-02-10,1.201389,1.215278,1.201389,1.204861,0.000004,2505600
1970-02-11,1.201389,1.201389,1.189236,1.194444,0.000004,2232000
1970-02-12,1.194444,1.194444,1.143229,1.151042,0.000004,3369600
1970-02-13,1.146701,1.146701,1.111111,1.125000,0.000003,1540800
1970-02-16,1.125000,1.130208,1.122396,1.122396,0.000003,820800
1970-02-17,1.122396,1.123264,1.090278,1.100694,0.000003,1915200
1970-02-18,1.104167,1.112847,1.104167,1.109375,0.000003,878400
1970-02-19,1.109375,1.109375,1.098958,1.101563,0.000003,576000
1970-02-20,1.098958,1.098958,1.076389,1.080729,0.000003,1396800
1970-02-24,1.080729,1.085069,1.050347,1.057292,0.000003,3744000
1970-02-25,1.057292,1.097222,1.052083,1.097222,0.000003,2822400
1970-02-26,1.086806,1.086806,1.064236,1.076389,0.000003,1353600
1970-02-27,1.083333,1.111111,1.083333,1.106771,0.000003,1627200
1970-03-02,1.106771,1.123264,1.097222,1.097222,0.000003,1051200
1970-03-03,1.097222,1.098958,1.079861,1.098958,0.000003,1468800
1970-03-04,1.098958,1.118056,1.098958,1.109375,0.000003,734400
1970-03-05,1.109375,1.112847,1.104167,1.107639,0.000003,892800
1970-03-06,1.107639,1.107639,1.088542,1.092014,0.000003,907200
1970-03-09,1.088542,1.088542,1.079861,1.085069,0.000003,273600
1970-03-10,1.079861,1.079861,1.066840,1.076389,0.000003,1353600
1970-03-11,1.076389,1.090278,1.072917,1.085069,0.000003,432000
1970-03-12,1.085938,1.093750,1.085938,1.088542,0.000003,388800
1970-03-13,1.083333,1.083333,1.076389,1.076389,0.000003,1339200
1970-03-16,1.076389,1.076389,1.057292,1.059028,0.000003,806400
1970-03-17,1.059028,1.062500,1.053819,1.053819,0.000003,1267200
1970-03-18,1.055556,1.064236,1.055556,1.064236,0.000003,748800
1970-03-19,1.067708,1.072917,1.067708,1.067708,0.000003,1123200
1970-03-20,1.067708,1.067708,1.060764,1.067708,0.000003,518400
1970-03-23,1.065972,1.065972,1.055556,1.059028,0.000003,216000
1970-03-24,1.058160,1.058160,1.041667,1.052951,0.000003,1670400
1970-03-25,1.062500,1.100694,1.062500,1.086806,0.000003,2275200
1970-03-26,1.086806,1.093750,1.083333,1.086806,0.000003,936000
1970-03-30,1.086806,1.092014,1.079861,1.081597,0.000003,1368000
1970-03-31,1.076389,1.076389,1.065972,1.072917,0.000003,676800
1970-04-01,1.069444,1.069444,1.062500,1.065104,0.000003,820800
1970-04-02,1.059028,1.059028,1.045139,1.047743,0.000003,792000
1970-04-03,1.047743,1.053819,1.047743,1.052083,0.000003,1008000
1970-04-06,1.052083,1.057292,1.022569,1.024306,0.000003,2275200
1970-04-07,1.022569,1.022569,0.993056,0.994792,0.000003,1526400
1970-04-08,0.994792,0.996528,0.987847,0.993056,0.000003,734400
1970-04-09,0.993056,1.017361,0.993056,1.015625,0.000003,820800
1970-04-10,1.015625,1.031250,1.011285,1.013889,0.000003,3312000
1970-04-13,1.013889,1.013889,1.000000,1.006944,0.000003,878400
1970-04-14,1.006944,1.024306,0.993056,1.022569,0.000003,835200
1970-04-15,1.022569,1.039931,1.020833,1.027778,0.000003,2217600
1970-04-16,1.027778,1.027778,1.015625,1.016493,0.000003,1252800
1970-04-17,1.016493,1.017361,1.013889,1.015625,0.000003,950400
1970-04-20,1.015625,1.017361,1.008681,1.013889,0.000003,1425600
1970-04-21,1.013889,1.020833,1.006944,1.007813,0.000003,518400
1970-04-22,1.006944,1.006944,1.000000,1.000868,0.000003,561600
1970-04-23,1.000868,1.001736,0.968750,0.971354,0.000003,763200
1970-04-24,0.971354,0.972222,0.966146,0.967014,0.000003,792000
1970-04-27,0.966146,0.966146,0.954861,0.956597,0.000003,705600
1970-04-28,0.956597,0.958333,0.951389,0.951389,0.000003,676800
1970-04-29,0.951389,0.986111,0.934028,0.986111,0.000003,2534400
1970-04-30,0.986111,1.006944,0.986111,0.993056,0.000003,532800
1970-05-01,0.993056,0.993056,0.986111,0.987847,0.000003,316800
1970-05-04,0.975694,0.975694,0.956597,0.956597,0.000003,576000
1970-05-05,0.953125,0.953125,0.946181,0.946181,0.000003,950400
1970-05-06,0.946181,0.961806,0.946181,0.961806,0.000003,1166400
1970-05-07,0.965278,0.979167,0.965278,0.975694,0.000003,1137600
1970-05-08,0.975694,0.982639,0.954861,0.961806,0.000003,921600
1970-05-11,0.948785,0.948785,0.937500,0.937500,0.000003,705600
1970-05-12,0.937500,0.961806,0.935764,0.944444,0.000003,763200
1970-05-13,0.940972,0.940972,0.935764,0.938368,0.000003,360000
1970-05-14,0.938368,0.939236,0.916667,0.928819,0.000003,1094400
1970-05-15,0.937500,0.972222,0.937500,0.972222,0.000003,676800
1970-05-18,1.010417,1.010417,0.984375,0.984375,0.000003,561600
1970-05-19,0.984375,0.989583,0.932292,0.932292,0.000003,657600
1970-05-20,0.932292,0.937500,0.919271,0.919271,0.000003,542400
1970-05-21,0.906250,0.906250,0.867188,0.885417,0.000003,1881600
1970-05-22,0.885417,0.901042,0.854167,0.880208,0.000003,777600
1970-05-25,0.875000,0.875000,0.817708,0.817708,0.000002,1718400
1970-05-26,0.817708,0.822917,0.776042,0.778646,0.000002,1536000
1970-05-27,0.802083,0.838542,0.802083,0.838542,0.000003,2001600
1970-05-28,0.838542,0.859375,0.828125,0.854167,0.000003,3168000
1970-05-29,0.854167,0.906250,0.843750,0.906250,0.000003,1872000
1970-06-01,0.906250,0.937500,0.901042,0.937500,0.000003,1555200
1970-06-02,0.937500,0.947917,0.911458,0.927083,0.000003,1190400
1970-06-03,0.927083,0.966146,0.919271,0.966146,0.000003,1185600
1970-06-04,0.966146,0.997396,0.958333,0.958333,0.000003,1948800
1970-06-05,0.958333,0.958333,0.929688,0.934896,0.000003,796800
1970-06-08,0.934896,0.945313,0.911458,0.942708,0.000003,523200
1970-06-09,0.942708,0.945313,0.916667,0.937500,0.000003,652800
1970-06-10,0.937500,0.955729,0.934896,0.934896,0.000003,744000
1970-06-11,0.934896,0.955729,0.927083,0.953125,0.000003,628800
1970-06-12,0.953125,0.958333,0.942708,0.953125,0.000003,696000
1970-06-15,0.953125,0.973958,0.947917,0.968750,0.000003,374400
1970-06-16,0.979167,1.057292,0.979167,1.041667,0.000003,912000
1970-06-17,1.041667,1.041667,1.005208,1.020833,0.000003,974400
1970-06-18,1.020833,1.041667,1.010417,1.041667,0.000003,556800
1970-06-19,1.041667,1.057292,1.020833,1.020833,0.000003,1238400
1970-06-22,1.020833,1.036458,0.979167,1.020833,0.000003,393600
1970-06-23,1.010417,1.010417,0.979167,0.984375,0.000003,715200
1970-06-24,0.984375,0.984375,0.958333,0.971354,0.000003,532800
1970-06-25,0.971354,1.000000,0.968750,0.971354,0.000003,388800
1970-06-26,0.971354,0.973958,0.942708,0.958333,0.000003,484800
1970-06-29,0.958333,0.966146,0.940104,0.958333,0.000003,283200
1970-06-30,0.958333,0.994792,0.958333,0.971354,0.000003,417600
1970-07-01,0.971354,0.973958,0.958333,0.973958,0.000003,921600
1970-07-02,0.973958,0.976563,0.960938,0.960938,0.000003,216000
1970-07-06,0.963542,0.986979,0.963542,0.973958,0.000003,672000
1970-07-07,0.973958,0.984375,0.937500,0.937500,0.000003,916800
1970-07-08,0.937500,0.971354,0.934896,0.968750,0.000003,408000
1970-07-09,0.973958,1.000000,0.973958,0.979167,0.000003,427200
1970-07-10,0.979167,1.010417,0.979167,1.002604,0.000003,336000
1970-07-13,1.002604,1.023438,0.992188,0.992188,0.000003,403200
1970-07-14,0.992188,1.000000,0.976563,0.989583,0.000003,552000
1970-07-15,0.992188,1.010417,0.992188,1.000000,0.000003,912000
1970-07-16,1.000000,1.013021,0.994792,0.994792,0.000003,763200
1970-07-17,1.005208,1.031250,1.005208,1.031250,0.000003,849600
1970-07-20,1.031250,1.052083,1.031250,1.039063,0.000003,1224000
1970-07-21,1.039063,1.049479,1.036458,1.036458,0.000003,1800000
1970-07-22,1.036458,1.044271,1.031250,1.031250,0.000003,1872000
1970-07-23,1.031250,1.046875,1.020833,1.026042,0.000003,1804800
1970-07-24,1.023438,1.023438,1.010417,1.010417,0.000003,667200
1970-07-27,1.007813,1.007813,0.984375,0.984375,0.000003,436800
1970-07-28,0.989583,1.015625,0.989583,1.010417,0.000003,772800
1970-07-29,1.015625,1.041667,1.015625,1.033854,0.000003,326400
1970-07-30,1.033854,1.039063,1.020833,1.026042,0.000003,542400
1970-07-31,1.026042,1.036458,1.026042,1.028646,0.000003,484800
1970-08-03,1.026042,1.026042,0.986979,1.010417,0.000003,816000
1970-08-04,1.005208,1.005208,0.989583,1.000000,0.000003,542400
1970-08-05,1.000000,1.010417,0.984375,0.986979,0.000003,633600
1970-08-06,0.989583,1.000000,0.989583,0.992188,0.000003,470400
1970-08-07,0.992188,1.002604,0.981771,0.986979,0.000003,811200
1970-08-10,0.981771,0.981771,0.947917,0.947917,0.000003,672000
1970-08-11,0.947917,0.953125,0.937500,0.942708,0.000003,849600
1970-08-12,0.945313,0.958333,0.945313,0.945313,0.000003,288000
1970-08-13,0.945313,0.945313,0.906250,0.921875,0.000003,1833600
1970-08-14,0.914063,0.914063,0.898438,0.903646,0.000003,998400
1970-08-17,0.903646,0.911458,0.890625,0.906250,0.000003,1108800
1970-08-18,0.937500,0.963542,0.937500,0.940104,0.000003,753600
1970-08-19,0.940104,0.963542,0.940104,0.940104,0.000003,624000
1970-08-20,0.940104,0.963542,0.927083,0.947917,0.000003,816000
1970-08-21,0.947917,1.000000,0.947917,0.994792,0.000003,1118400
1970-08-24,1.010417,1.031250,1.010417,1.020833,0.000003,1036800
1970-08-25,1.020833,1.031250,1.005208,1.031250,0.000003,508800
1970-08-26,1.031250,1.031250,1.005208,1.010417,0.000003,220800
1970-08-27,1.010417,1.015625,1.005208,1.005208,0.000003,369600
1970-08-28,1.005208,1.020833,0.994792,1.020833,0.000003,1012800
1970-08-31,1.020833,1.026042,1.013021,1.013021,0.000003,283200
1970-09-01,1.018229,1.026042,1.018229,1.026042,0.000003,446400
1970-09-02,1.026042,1.026042,1.005208,1.005208,0.000003,681600
1970-09-03,1.005208,1.070313,1.005208,1.046875,0.000003,1219200
1970-09-04,1.046875,1.072917,1.046875,1.072917,0.000003,840000
1970-09-08,1.072917,1.093750,1.057292,1.088542,0.000003,672000
1970-09-09,1.096354,1.125000,1.096354,1.114583,0.000003,873600
1970-09-10,1.101563,1.101563,1.072917,1.101563,0.000003,777600
1970-09-11,1.101563,1.101563,1.078125,1.093750,0.000003,336000
1970-09-14,1.093750,1.104167,1.065104,1.091146,0.000003,820800
1970-09-15,1.080729,1.080729,1.052083,1.052083,0.000003,609600
1970-09-16,1.052083,1.093750,1.046875,1.078125,0.000003,1046400
1970-09-17,1.078125,1.101563,1.072917,1.093750,0.000003,729600
1970-09-18,1.093750,1.104167,1.088542,1.098958,0.000003,427200
1970-09-21,1.098958,1.098958,1.080729,1.083333,0.000003,374400
1970-09-22,1.072917,1.072917,1.041667,1.065104,0.000003,974400
1970-09-23,1.065104,1.098958,1.065104,1.067708,0.000003,532800
1970-09-24,1.070313,1.104167,1.070313,1.093750,0.000003,816000
1970-09-25,1.098958,1.119792,1.098958,1.114583,0.000003,1060800
1970-09-28,1.114583,1.114583,1.072917,1.078125,0.000003,1387200
1970-09-29,1.078125,1.101563,1.062500,1.093750,0.000003,1185600
1970-09-30,1.096354,1.109375,1.096354,1.098958,0.000003,489600
1970-10-01,1.098958,1.104167,1.096354,1.104167,0.000003,268800
1970-10-02,1.104167,1.114583,1.104167,1.114583,0.000003,897600
1970-10-05,1.114583,1.145833,1.114583,1.145833,0.000004,768000
1970-10-06,1.151042,1.161458,1.151042,1.161458,0.000004,672000
1970-10-07,1.158854,1.158854,1.145833,1.156250,0.000004,806400
1970-10-08,1.151042,1.151042,1.125000,1.130208,0.000003,508800
1970-10-09,1.114583,1.114583,1.083333,1.096354,0.000003,508800
1970-10-12,1.091146,1.091146,1.062500,1.091146,0.000003,374400
1970-10-13,1.091146,1.114583,1.078125,1.114583,0.000003,763200
1970-10-14,1.125000,1.135417,1.125000,1.125000,0.000003,657600
1970-10-15,1.125000,1.143229,1.125000,1.127604,0.000003,744000
1970-10-16,1.127604,1.145833,1.098958,1.098958,0.000003,873600
1970-10-19,1.098958,1.104167,1.085938,1.085938,0.000003,561600
1970-10-20,1.098958,1.145833,1.098958,1.145833,0.000004,355200
1970-10-21,1.145833,1.145833,1.135417,1.135417,0.000003,302400
1970-10-22,1.135417,1.140625,1.125000,1.140625,0.000003,748800
1970-10-23,1.140625,1.151042,1.138021,1.151042,0.000004,398400
1970-10-26,1.151042,1.164063,1.145833,1.164063,0.000004,484800
1970-10-27,1.164063,1.164063,1.151042,1.161458,0.000004,499200
1970-10-28,1.153646,1.153646,1.125000,1.153646,0.000004,609600
1970-10-29,1.153646,1.164063,1.145833,1.156250,0.000004,552000
1970-10-30,1.158854,1.192708,1.158854,1.182292,0.000004,475200
1970-11-02,1.182292,1.182292,1.161458,1.182292,0.000004,734400
1970-11-03,1.182292,1.192708,1.171875,1.182292,0.000004,283200
1970-11-04,1.190104,1.213542,1.190104,1.197917,0.000004,532800
1970-11-05,1.197917,1.244792,1.197917,1.234375,0.000004,835200
1970-11-06,1.234375,1.234375,1.213542,1.226563,0.000004,912000
1970-11-09,1.226563,1.229167,1.213542,1.218750,0.000004,619200
1970-11-10,1.218750,1.223958,1.203125,1.213542,0.000004,364800
1970-11-11,1.213542,1.234375,1.203125,1.208333,0.000004,1051200
1970-11-12,1.203125,1.203125,1.187500,1.192708,0.000004,350400
1970-11-13,1.192708,1.192708,1.182292,1.184896,0.000004,672000
1970-11-16,1.184896,1.187500,1.166667,1.166667,0.000004,979200
1970-11-17,1.171875,1.187500,1.171875,1.179688,0.000004,705600
1970-11-18,1.177083,1.177083,1.151042,1.166667,0.000004,796800
1970-11-19,1.166667,1.177083,1.161458,1.171875,0.000004,518400
1970-11-20,1.171875,1.177083,1.164063,1.177083,0.000004,393600
1970-11-23,1.177083,1.182292,1.166667,1.166667,0.000004,523200
1970-11-24,1.171875,1.187500,1.171875,1.182292,0.000004,4348800
1970-11-25,1.182292,1.192708,1.182292,1.192708,0.000004,489600
1970-11-27,1.192708,1.229167,1.187500,1.229167,0.000004,657600
1970-11-30,1.229167,1.236979,1.221354,1.223958,0.000004,1080000
1970-12-01,1.223958,1.234375,1.203125,1.208333,0.000004,465600
1970-12-02,1.208333,1.226563,1.208333,1.221354,0.000004,748800
1970-12-03,1.221354,1.229167,1.187500,1.197917,0.000004,2827200
1970-12-04,1.197917,1.197917,1.177083,1.187500,0.000004,1920000
1970-12-07,1.187500,1.192708,1.166667,1.171875,0.000004,892800
1970-12-08,1.171875,1.177083,1.156250,1.171875,0.000004,840000
1970-12-09,1.174479,1.187500,1.174479,1.179688,0.000004,2505600
1970-12-10,1.179688,1.192708,1.166667,1.177083,0.000004,1003200
1970-12-11,1.171875,1.171875,1.138021,1.140625,0.000003,1147200
1970-12-14,1.140625,1.153646,1.135417,1.138021,0.000003,1857600
1970-12-15,1.138021,1.177083,1.135417,1.174479,0.000004,528000
1970-12-16,1.182292,1.213542,1.182292,1.213542,0.000004,955200
1970-12-17,1.213542,1.213542,1.197917,1.203125,0.000004,1051200
1970-12-18,1.203125,1.208333,1.177083,1.205729,0.000004,532800
1970-12-21,1.205729,1.208333,1.187500,1.192708,0.000004,580800
1970-12-22,1.192708,1.192708,1.161458,1.177083,0.000004,1075200
1970-12-23,1.177083,1.190104,1.166667,1.190104,0.000004,417600
1970-12-24,1.192708,1.205729,1.192708,1.200521,0.000004,470400
1970-12-28,1.200521,1.205729,1.195313,1.203125,0.000004,316800
1970-12-29,1.203125,1.213542,1.200521,1.208333,0.000004,374400
1970-12-30,1.208333,1.213542,1.187500,1.187500,0.000004,758400
1970-12-31,1.187500,1.197917,1.171875,1.187500,0.000004,292800
1971-01-04,1.187500,1.203125,1.179688,1.192708,0.000004,148800
1971-01-05,1.192708,1.213542,1.190104,1.208333,0.000004,403200
1971-01-06,1.208333,1.234375,1.208333,1.229167,0.000004,710400
1971-01-07,1.234375,1.276042,1.234375,1.276042,0.000004,1080000
1971-01-08,1.281250,1.312500,1.281250,1.291667,0.000004,1089600
1971-01-11,1.296875,1.348958,1.296875,1.333333,0.000004,960000
1971-01-12,1.333333,1.354167,1.317708,1.348958,0.000004,1401600
1971-01-13,1.348958,1.364583,1.333333,1.364583,0.000004,1968000
1971-01-14,1.364583,1.375000,1.343750,1.375000,0.000004,926400
1971-01-15,1.369792,1.369792,1.348958,1.351563,0.000004,436800
1971-01-18,1.341146,1.341146,1.260417,1.265625,0.000004,2131200
1971-01-19,1.265625,1.307292,1.250000,1.299479,0.000004,1924800
1971-01-20,1.302083,1.333333,1.302083,1.322917,0.000004,1555200
1971-01-21,1.322917,1.322917,1.307292,1.309896,0.000004,288000
1971-01-22,1.309896,1.317708,1.286458,1.317708,0.000004,864000
1971-01-25,1.317708,1.320313,1.302083,1.307292,0.000004,1977600
1971-01-26,1.328125,1.341146,1.328125,1.341146,0.000004,1017600
1971-01-27,1.341146,1.343750,1.322917,1.322917,0.000004,705600
1971-01-28,1.328125,1.343750,1.328125,1.328125,0.000004,1214400
1971-01-29,1.328125,1.343750,1.322917,1.343750,0.000004,955200
1971-02-01,1.343750,1.348958,1.333333,1.348958,0.000004,585600
1971-02-02,1.348958,1.369792,1.338542,1.369792,0.000004,686400
1971-02-03,1.369792,1.401042,1.361979,1.395833,0.000004,787200
1971-02-04,1.395833,1.414063,1.388021,1.395833,0.000004,724800
1971-02-05,1.395833,1.406250,1.382813,1.406250,0.000004,1176000
1971-02-08,1.406250,1.414063,1.388021,1.411458,0.000004,950400
1971-02-09,1.411458,1.429688,1.395833,1.401042,0.000004,1036800
1971-02-10,1.401042,1.484375,1.395833,1.484375,0.000005,724800
1971-02-11,1.473958,1.473958,1.447917,1.458333,0.000004,1915200
1971-02-12,1.455729,1.455729,1.432292,1.445313,0.000004,830400
1971-02-16,1.445313,1.450521,1.432292,1.442708,0.000004,969600
1971-02-17,1.437500,1.437500,1.432292,1.437500,0.000004,691200
1971-02-18,1.440104,1.447917,1.440104,1.447917,0.000004,796800
1971-02-19,1.442708,1.442708,1.401042,1.406250,0.000004,806400
1971-02-22,1.406250,1.411458,1.385417,1.401042,0.000004,532800
1971-02-23,1.401042,1.437500,1.401042,1.437500,0.000004,278400
1971-02-24,1.447917,1.458333,1.447917,1.453125,0.000004,240000
1971-02-25,1.458333,1.476563,1.458333,1.473958,0.000005,1065600
1971-02-26,1.473958,1.473958,1.450521,1.468750,0.000005,427200
1971-03-01,1.468750,1.476563,1.458333,1.476563,0.000005,187200
1971-03-02,1.476563,1.481771,1.476563,1.481771,0.000005,691200
1971-03-03,1.481771,1.484375,1.468750,1.473958,0.000005,388800
1971-03-04,1.473958,1.518229,1.473958,1.518229,0.000005,1512000
1971-03-05,1.541667,1.562500,1.541667,1.562500,0.000005,528000
1971-03-08,1.562500,1.562500,1.536458,1.562500,0.000005,811200
1971-03-09,1.562500,1.604167,1.552083,1.604167,0.000005,652800
1971-03-10,1.625000,1.677083,1.625000,1.666667,0.000005,2232000
1971-03-11,1.666667,1.666667,1.580729,1.583333,0.000005,1723200
1971-03-12,1.578125,1.578125,1.520833,1.557292,0.000005,1353600
1971-03-15,1.557292,1.578125,1.536458,1.567708,0.000005,1718400
1971-03-16,1.588542,1.630208,1.588542,1.625000,0.000005,1526400
1971-03-17,1.625000,1.645833,1.614583,1.645833,0.000005,235200
1971-03-18,1.645833,1.651042,1.622396,1.627604,0.000005,302400
1971-03-19,1.627604,1.632813,1.604167,1.606771,0.000005,297600
1971-03-22,1.606771,1.614583,1.583333,1.583333,0.000005,201600
1971-03-23,1.562500,1.562500,1.520833,1.536458,0.000005,1396800
1971-03-24,1.541667,1.557292,1.541667,1.541667,0.000005,403200
1971-03-25,1.541667,1.546875,1.515625,1.536458,0.000005,542400
1971-03-26,1.546875,1.598958,1.546875,1.567708,0.000005,417600
1971-03-29,1.567708,1.598958,1.567708,1.598958,0.000005,268800
1971-03-30,1.609375,1.630208,1.609375,1.617188,0.000005,369600
1971-03-31,1.617188,1.625000,1.598958,1.609375,0.000005,254400
1971-04-01,1.609375,1.630208,1.598958,1.601563,0.000005,643200
1971-04-02,1.601563,1.604167,1.593750,1.604167,0.000005,307200
1971-04-05,1.598958,1.598958,1.585938,1.591146,0.000005,216000
1971-04-06,1.591146,1.609375,1.583333,1.593750,0.000005,585600
1971-04-07,1.593750,1.625000,1.593750,1.593750,0.000005,398400
1971-04-08,1.583333,1.583333,1.572917,1.583333,0.000005,451200
1971-04-12,1.583333,1.598958,1.567708,1.593750,0.000005,2227200
1971-04-13,1.598958,1.609375,1.598958,1.604167,0.000005,1454400
1971-04-14,1.604167,1.635417,1.601563,1.635417,0.000005,571200
1971-04-15,1.635417,1.656250,1.630208,1.648438,0.000005,523200
